branch_name,address,city,branch_code
FNB SHARE INVESTING,"UNPAIDS GOLD REEF DAY 2, TEL 011 490-5911,","JOHANNESBURG, GAUTENG",210924
FNB SHARE PURCHASE SCHEME 894,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,253255
FNB SMART PRODUCT HOUSE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,260143
FNB SMART PRODUCT HOUSE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,260144
FNB TRUST SER BLOEMFONTEIN 857,COLLEGE COURT 195A ZASTRON STREET,,239834
FNB TRUST SERVICES WEST RAND,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,258005
FNB WASYPLAN WHITTLESEA,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210248
FNB WEST ACRES CNTR (POTCH),UNPAIDS TO GOLD REEF DAY 2 TEL 011-490-5911,,210801
FNB WHOLESALES CUSTOMER 1,UNPAIDS TO GOLDREEF DAY 2 TEL NO. 011 490-5911,GAUTENG,220051
FNBCPF RES DEV,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250104
FNBEASYPLAN LUSIKISIKI MAIN,"9 KERK STREET, BLOCK E, 2ND FLOOR",GAUTENG,200030
FNBL COMM & BUSINESS BANKING,STARLION BUILDING CNR KINGSWAY & PARLIAMENT ROAD,,281961
FNBL CORPORATE BANKING,STARLION BUILDING CNR KINGSWAY & PARLIAMENT ROAD,MASERU,282061
FNBL CREDIT,STARLION BUILDING CNR KINGSWAY & PARLIAMENT ROAD,MASERU,282161
FNBL FINANCE,STARLION BUILDING CNR KINGSWAY & PARLIAMENT ROAD,MASERU,282261
FNBL HR,STARLION BUILDING CNR KINGSWAY & PARLIAMENT ROAD,MASERU,282361
FNBL OPERATIONS,STARLION BUILDING CNR KINGSWAY & PARLIAMENT ROAD,MASERU,282461
FNBL RETAIL,STARLION BUILDING CNR KINGSWAY,MASERU,283061
FNBL VIRTUAL BRANCH,CNR KINGSWAY & PARLIAMENT ROADS,MASERU,281061
FOCHVILLE 149,29 PRESIDENT STREET,,250437
"FORDSBURG, JHB 031","UNPAIDS GOLD REEF DAY 2, TEL 011 490-5911","JOHANNESBURG , GAUTENG",252505
FOREIGN CURRENCY TRAVEL SER455,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250005
FOREST HILL,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,210641
FOREX OPER CLSD WEF 13112004,4 FIRST PLACE 1ST FLOOR,,253755
FOREX PRODUCT HOUSE 757,4 FIRST PLACE 1ST FLOOR,,253751
FORT BEAUFORT CP 225,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210419
FOURIESBURG 226,UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111,,231533
FOURWAYS MALL,SHOP RS0032 FOURWAYS VIEW,FOURWAYS,260556
FOURWAYS VIEW,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",,251655
"FRANKFORT, OFS 227",59A JJ HADEBE STREET,FREESTATE,230433
FRANSCHOEK,22 HUGUENOT ROAD,WESTERN CAPE,210202
G4S PROCESSING LADYSMITH,UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374,,210653
G4S PROC CNTR STELLA PARK,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,240111
G4S PROCES/CNTR MARBLE HALL,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,210660
G4S PROCESS CNTR KLERKSDORP,UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051-505-3111,,225026
G4S PROCESS CNTR MAFIKENG,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,240110
G4S PROCESSING CNTR TZANEEN,"UNPAIDS TO GOLD REEF DAY 2 TEL 011-490-5911 ,",,210547
G4S PROCESSING CNTR VRYBURG,"UNPAIDS TO GOLD REEF DAY 2 TEL 011-490-5911 ,",,210613
G4S PROCESSING CNTR WELKOM,UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374,,210608
GABLES BRANCH,PORTION 60 ( A PORTION OF PORTION 21 ) OF FARM,,281764
GANDHI SQUARE 066,"2-6 NEW STREET SOUTH, GHANDI SQUARE, CNR RISSIK",JOHANNESBURG,250605
GANYESA,STAND 8033 VRYBURG AND TOSCA ROAD,,260208
GARANKUWA 685,GARANKWA SHOPPING CENTRE ZONE 16 GARANKWA,,252945
GARDEN ROUTEMALL 1056,UNPAIDS EAST COAST DAY 2 TEL 031 717-3000,,250069
GARDENS,"UNPAIDS TO BLOEMFONTEIN DAY2 TEL 051 505-3111,",CAPE TOWN. WESTERN CAPE,201511
"GARIES, C.P. 228","MAIN STREET, UNPAIDS TO BLOEMFONTEIN DAY 2",,200506
GATEWAY 1053,1ST FLOOR GATEWAY SHOPPING CENTRE,UMHLANGA,250108
GAUTENG EAST 512,"427 ATLAS ROAD , ANDERBOLT",GAUTENG,252142
GAUTENG FUNDS AT WORK,"UNPAIDS TO GOLD REF DAY 2, TEL 011 490-5911",GAUTENG,250160
GAUTENG HEAD OFFICE,1 ENTERPRISE ROAD,GAUTENG,200136
GAUTENG INTERNAL,1 ENTERPRISE ROAD,GAUTENG,200119
GAUTENG NORTH EAST S/W (MT),"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,224426
GEORGE SBV DAY 1,FACTORY ROAD 2,GEORGE,260229
"GEORGE, C.P. 229",UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210114
GERMISTON TVL 111,7 WEBBER STREET SPAR CENTRE,,250142
GERMISTONCTY WEF 09032002,64 PRESIDENT ST UNPAIDS GOLD REEF DAY 2 TEL,,252342
GEZINA 146,SHOP 11 GEZINA GALLARIES MICHEAL BRINK STREET,"PRETORIA, GAUTENG",251545
GFCD SYSTEM ACCOUNTING 640,77 COMMISSIONER STREET JOHANNE,,281172
GILLWELL SHOPPING CENTRE,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210811
GIYANI TVL 485,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,260649
GLENCOE SERVICE CENTRE,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210439
GOBABIS,44 KERK STREET,,280372
GOLD FNB,3 FIRST PLACE BANKCITY CNR,GAUTENG,260218
GOLDEN WALK 112,UNPAIDS GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,250242
GOLDFILDSWLKM CLSDWEF 26082000,UNPAIDS BLOEMFONTEIN DAY 2 CENTRE 1,,257555
GONUBIE,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,EASTERN CAPE,260251
GOODWOOD MALL,UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374,"CAPE TOWN, WESTERN CAPE",210528
GOVAN MBEKI AVENUE 341,"UNPAIDS TO EAST COAST DAY 2, TEL 031 717-3000",,210117
"GRAAFF-REINET, C.P. 230",UNPAIDS EAST COAST DAY 2 TEL 031 717-3000,,210216
GRABOUW 231,"41 MAIN STREET, UNPAIDS TO BLOEMFONTEIN DAY 2",,200312
"GRAHAMSTOWN, C.P. 232",UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210717
"GRASKOP,TVL 233",UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,270252
"GRASSY PARK,CAPE TOWN 482",UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374,WESTERN CAPE,203109
GREEN POINT PROCESSING CENTRE,2 LIDDLE STREET,,204309
GREENACRES 629,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,PORT ELIZABETH,211617
GREENSTONE HILL,SHOP63 GREENSTONE SHOPPING CENTRE CNR,GAUTENG,201510
GREYTOWN 234,"UNPAIDS TO EAST COAST DAY 2, TEL 031 717-3000",KWA-ZULU NATAL,220131
"GREYVILLE, DBN 500",UNPAIDS TO EAST COAST DAY 2 TEL 031- 717 3000,,222726
"GRIEKWASTAD, K.P. 235",UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111,,230902
GROBLERSDAL 236,"UNPAIDS TO GOLD REEF DAY 2 , TEL 011 490-5911",,260147
"GROBLERSHOOP,C.P. 237",UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111,,230704
GROOT MARICO 238,PAUL KRUGER RD,,240140
GROOTFONTEIN NAMIBIA 532,HUGE GEINGOB AVE,,280173
GROSVENOR CNR CLS WEF 23102003,195 JAN SMUTS AVE UNPAIDS GOLD REEF DAY 2 TEL,,252905
GROUP INTERNAL AUDIT,25 SCHONLEIN STREET,WINDHOEK WEST,280477
GROUP OPERATIONS NAMIBIA,FNB BUILDING 5TH FLOOR,WINDHOEK,289875
GROVE MALL BRANCH,THE GROVE MALL SHOP 244 R/E ERF,WINDHOEK,289375
GUGULETHU,UNPAIDS BLOEMFONTEIN REG PROCESS 051 410 0374,CAPE TOWN,260557
H.O FOREIGN EXCHANGE DEPT 480,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,259005
H/OFFICE WINDHOEK NAMIBIA 556,FIRST NATIONAL BANK BLDG 209/1,,282672
HAMMANSKRAAL 489,RENBRO CENTRE UNPAIDS TO GOLD REEF DAY 2 TEL,,260547
HANKEY,PHILIP STREET,,210841
HARDING. 240,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,KWA-ZULU NATAL,220123
HARRINGTON STR CLOSED 11052002,71-73 HARRINGTON STREET UNPAIDS TWO OCEANS DAY,,200709
HARRISMITH 241,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,230533
HARTBEESPOORT,"SHOP 42 VILLAGE MALL, R511 MAGALIES BLVRD",,250044
HARTSWATER 242,5 DF MALAN STREET,,240101
HATFIELD PRETORIA,SHOP 39 HILLCREST BLVD S/CENTRE LYNNWOOD RD,PRETORIA,252145
HAYFIELDS 1 677,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,PIETERMARITZBURG,221425
HAZYVIEW 650,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,271152
HEAD OFFICE,C/O KINGSWAY ROAD & PARLIAMENT ROAD,,280361
HEAD OFFICE ACC BRANCH JHB 454,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,258905
HEAD OFFICE ACCOUNTING GFC 456,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,258405
HEERENGRACHT CLOSED WEF130309,"FNB BUILDING, FORESHORE, UNPAIDS TO BLOEMFONTEIN",,200809
HEIDEDAL,"SHOP 10, HEATHERDALE ROAD",FREE STATE,260227
HEIDELBERG GP CLS WEF 11-11-06,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,270343
HEIDELBERG MALL,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,210654
"HEIDELBERG, C.P. 243",UNPAIDS EAST COAST DAY 2 TEL 031 717-3000,,200113
"HEILBRON, O.F.S. 245",UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111,,230236
HELDERBERG 157,23 GERBER BLVD GANTS PARK,,271344
HEMMINGWAYS MALL,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,EASTERN CAPE,210522
HENNEMAN,UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374,,231035
HENNENMAN CLOSED WEF 11112000,ALL ACCOUNTS TRANSFERRED TO VIRGINIA - 230535,,230235
HENTIES BAY,ERF 422 CNR OF JAKKALSPUTZ & DUINE ROAD,,280578
"HERMANUS, C.P. 247",84 MAIN ROAD UNPAIDS TO BLOEMFONTEIN DAY 2,CAPE,200412
"HERTZOGVILLE,OFS 248",CNR.VAN NIEKERK & WILLEMSE STS UNPAIDS,,241038
HF EXCLUDED ( REGULAR ),1 LAKEVIEW CRESCENT,GAUTENG,200016
HF INCLUDED ( REGULAR ),1 LAKEVIEW CRESCENT,GAUTENG,200015
HI PRODUCTION SUPPORT,1 ENTERPRISE ROAD,GAUTENG,200127
HIGHGATE CLSD WEF 10052003,CNR COMMANDO AND MAIN REEF UNPAIDS GOLD REEF DAY,,253855
HIGHVELD MALL,"SHOP 55 HIGHVELD MALL, PRESIDENT STREET",WITBANK,230146
HILLCREST KZN,THE VILLAGE CENTRE 59 OLD MAIN RD UNPAIDS TO,,223726
HILTON,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,KZN,210409
HL STRATEGIC PRICING,1 ENTERPRISE ROAD,GAUTENG,200120
HLABISA SERVICE BRANCH,ERF 339 HALABISA SHOPPING CENTRE,,210207
HLOTSE BRANCH,STARLION BUILDING CNR KINGSWAY,MASERU,282861
"HLUHLUWE, NTL 249",UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,220530
HO MARKETING,1 ENTERPRISE ROAD,GAUTENG,200135
"HOEDSPRUIT,TVL 239",UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,270652
HOME LOANS ADMIN,1 ENTERPRISE ROAD,,200104
HOME LOANS CANCELLATION FIG,100 KELLNER STREET,BLOEMFONTEIN,200058
HOME LOANS CANCELLATION REF,1 ENTERPRISE ROAD,GAUTENG,200118
HOME LOANS PROCESS DEV TEAM,26 TRUMP STREET,"JOHANNESBURG, GAUTENG",260213
HOME LOANS PROJECTS/DORMANT,1 ENTERPRISE ROAD,,200114
HOME LOANS RESIDUAL BALANCE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,"JOHANNESBURG, GAUTENG",210531
HOME LOANS SECURITIES,"267 WEST STREET, AFGRI BUILDING",GAUTENG,200102
HOMEWORLD NORTH 634,UNPAIDS GOLD REEF DAY 2 TEL 011 490-5911,,254705
"HOOPSTAD,OFS 251",UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111,,241138
"HOPETOWN, C.P. 252",UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111,,230203
HOSPITALHILLCLOSE WEF 14012006,CNR.PRETORIA & TWIST STS UNPAIDS GOLD REEF DAY 2,,252705
HOUSING FINANCE SB CURATOR,1 LAKEVIEW CRESCENT,GAUTENG,200021
HOUSING FINANCE TRN DOS,1 LAKEVIEW CRESCENT,GAUTENG,200022
HOUT BAY 345,3 ANITA COURT THE VILLAGE GATE MAIN RD UNPAIDS,,204009
HOWICK 253,20 MAIN STREET UNPAIDS TO EAST COAST DAY 2,KWA-ZULU NATAL,220725
HUMAN RESOURCES,"2ND FLOOR, SALES HOUSE BUILDING",,286464
HUMAN RESOURCES SUPPORT,FIRST CITY CENTRE,WINDHOEK,280772
HUMANSDORP CP 254,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210115
HYDE PARK,UNPAIDS GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,255805
I.C. HOME LOAN BRANCH,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,257055
ICC SERVICE CENTRE,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,KWA ZULUNATAL,210440
ILP BOND CENTRE,"2ND FLOOR, SALES HOUSE BUILDING",,287264
IMAGE SITE,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911","JOHANNESBURG , GAUTENG",250024
"INDUSTRIA, JHB 032","UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911","JOHANNESBURG, GAUTENG",252805
INDWE SERVICE BRANCH,25 VOORTREKKER STREET,,210052
INFORMATION TECHNOLOGY,25 SCHONLEIN STREET,WINDHOEK WEST,280476
INFORMATION TECHNOLOGY,"2ND FLOOR, SALE HOUSE BUILDING",,286564
INFRASTRUCTURE 1,GROUND FLOOR 29 WEST STREET,,260559
INFRASTRUCTURE 10,"4TH FLOOR, CNR HEERENGRACHT",WESTERN CAPE PROV,201005
INFRASTRUCTURE 11,"5TH FLOOR, FNB BUILDING, CNR SMITH",KWAZULU-NATAL PROV,201004
INFRASTRUCTURE 11,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",,250439
INFRASTRUCTURE 12,"4TH FLOOR, CNR HEERENGRACHT &",WESTERN CAPE PROV,201006
INFRASTRUCTURE 14,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",,250444
INFRASTRUCTURE 15,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",,250440
INFRASTRUCTURE 16,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",,250446
INFRASTRUCTURE 17,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",,250447
INFRASTRUCTURE 2,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",,250443
INFRASTRUCTURE 3,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",,250448
INFRASTRUCTURE 4,7TH FLOOR PINNACLE BUILDING,,260558
INFRASTRUCTURE 5,"C/O PE OFFICES, 2ND FLOOR,",FREE STATE PROVINCE,201002
INFRASTRUCTURE 6,"UNPAIDS TO BLOEMFONTEIN TEL 051 505-3111, CO PE",FREE STATE,260323
INFRASTRUCTURE 7,GROUND FLOOR 29 WEST STREET,,260560
INFRASTRUCTURE 8,"C/O PE OFFICES, 58 OR TAMBO STREET",NORTH WEST PROVINCE,201001
INFRASTRUCTURE 9,"5TH FLOOR, FNB BUILDING, CNR SMITH",KWAZULU-NATAL PROV,201003
INTERBANK,BUILDING 7 CNR PETER & LINDEN ROADS,"JOHANNESBURG, GAUTENG",210832
INTERNAL AUDIT,STARLION BUILDING,MASERU,283461
INTERNAL AUDIT,"2ND FLOOR, SALES HOUSE BUILDING",,286764
INTERNAL CLUSTER EXIST BUS,1 ENTERPRISE ROAD,GAUTENG,200117
INTERNAL CLUSTER SELF EMPL,1 ENTERPRISE ROAD,GAUTENG,200139
INTERNATIONAL BUSINESS CENTRE,209-211 INDEPENDENCE AVENUE,,281772
INTERNATIONAL DIRECT,4 FIRST PLACE 3RD FLOOR,GAUTENG,260554
INTERNTIONAL POS,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250133
INVESTMENT BRANCH,1 FIRST PLACE MEZZANINE FLOOR BANK CITY,GAUTENG,250155
IRENE MALL SERVICE CENTRE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,PRETORIA,210529
ISANDO 117,"UNPAIDS TO GOLD REEF DAY 2 , TEL 011 490-5911",,250642
ISITHEBE SERVICE CENTRE,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210441
ISLAMIC FINANCE,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210354
ISLAMIC FINANCE KROMBOOM,"5 KROMBOOM CONVENIENCE CENTRE,",RONDEBOSCH EAST,210251
ITEM PROCESSING,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,"JOHANNESBURG, GAUTENG",260854
IVORY PARK,SHOP 12 KOPANONG S/CTR IVORY PARK UNPAIDS,,251555
IXOPO 255,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,KWA-ZULU NATAL,220223
JABULANI,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250611
JACARANDA CENTRE,"UNPAIDS TO GOLD REEF DAY 2 , TEL 011 490-5911","PRETORIA , GAUTENG",270553
JACARANDA DAY 2 697,"FLOOR MINUS ONE , MOMENTUM PARKBUILDING",,210722
JACARANDA FOREX HUB 926,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",CENTURION,251055
JACARANDA SERVICE CENTRE,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,251845
JACOBS 082,252 CHAMBERLAIN RD UNPAIDS TO EAST COAST DAY 2,,220626
"JACOBSDAL,OFS 256",UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111,,230303
JAGERSFONTEIN CLD WEF 30061997,,,230332
JANE FURSE 633,UNPAIDS TO GOLD REEF DAY 2 TEL,,240501
JEFFREYS 670,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210515
JEFFREYS BAY SERVICE BRANCH,5 GOEDEHOOP STREET,,210204
JET HF N/B ( REGULAR ),1 LAKEVIEW CRESCENT,GAUTENG,200019
JET HF N/B ( STEP UP ),1 LAKEVIEW CRESCENT,GAUTENG,200020
JET PERSONAL LOANS,"SAGE BUILDING, 10 FRASER STREET",GAUTENG,273286
JHB CASH TRAINING CENTRE,"UNPAIDS TO GOLD REEF DAY 2 TEL 011-490-5911 ,",JOHANNESBURG,210558
JHB1 FS PC,FNB BUILDING CNR CRADOCK & TYRWHITT AVENUE,"JOHANNESBURG, GAUTENG",210833
JOHANNESBURG BRANCH 060,80 MARKET STREET,GAUTENG,251305
JOHANNESBURG CENTRAL FOREX HUB,UNPAIDS GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,200914
JOHN MEINERT STREET 557,CNR.INDEPENDENCE & JOHN & MEINERT STREETS,,280872
JORISSEN STREET,UNPAIDS TO GOLD REEFDAY 2 TEL NO. 011 490 5911,,200609
JOUBERTINA CP 258,UNPAIDS EAST COAST DAY 2 TEL 031 717-3000,,210315
JOUBERTON SERVICE BRANCH,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,210231
JOZINI BRANCH,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210029
JUBILEE MALL,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,210648
JV HEAD OFFICE,1 ENTERPRISE ROAD,GAUTENG,200125
KABOKWENI PLAZA,SHOP 4 KABOKWENI PLAZA,,260551
"KAKAMAS,C.P. 259",UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111,,230104
KAMAQHEKEZA,SHOP 22 NKOMAZI PLAZA MAIN ROAD,,250606
KANYAMAZANE 1055,SHOP 19 KANYAMAZANE SHOPPING CENTRE OFF CHRIS,,250111
KARAGLEN 953,"SHOP U2 , 1ST FLOOR , KARAGLEN SHOPPING CENTRE","JOHANNESBURG , GAUTENG",252442
KARASBURG NAMIBIA 534,MAIN ST,,280171
KARIBIB NAMIBIA 535,MAIN ST,,281073
KATHU 366,UNAPIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111,,230502
KATHU BRANCH,UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374,,210756
KATIMA MULILO 749,349 HAGE GEINGOB DRIVE,,280475
KATLEHONG 590,MOTSEWALIJANE CENTRE,,259155
KATUTURA BRANCH,SHOP NO.5 RED CROSS SHOPPING CENTRE,,280674
KEETMANSHOOP NAMIBIA 536,FENSHELL STREET KEETMANSHOOP,,280271
"KEIMOES, C.P. 260",UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111,,230204
KEMPSTON ROAD 342,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,PORT ELIZABETH,210517
KEMPTON PARK 118,"UNPAIDS TO GOLD REEF DAY 2 , TEL 011 490-5911",GAUTENG,250742
KENAKO MALL,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210637
KENHARDT / BRANDVLEI,PARK STREET UNPAIDS BLOEMFONTEIN DAY 2 CENTRE,,230304
KENILWORTH CENTRE,UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 505-3111,,210046
KENTON ON SEA,21 KENTON ROAD,,240154
"KESTELL, OFS 262",UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111,,230633
KEW CLOSED WEF 03072004,LOUIS BOTHA AVENUE UNPAIDS GOLD REEF DAY 2 TEL,,255205
KEY WEST 669,UNPAIDS GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,256955
KHAYELITSHA 1045,"UNPAIDS TO BLOEMFONTEIN DAY 2, TEL 051 505-3111","CAPE TOWN , WESTERN CAPE",250059
"KILLARNEY, JHB 486",UNPAIDS GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,256205
"KIMBERLEY, C.P. 263",UNPAID BLOEMFONTEIN DAY 2 TEL 051 505-3111,,230102
KING WILLIAMS TOWN 264,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210519
KINGSWAY,C/O KINGSWAY ROAD & PARLIAMENT ROAD,MASERU,280261
KINROSS 265,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,271044
KINROSS CLUSTER CLOSED BRN 935,"LEUVEN BLDG, MAIN STREET, KINROSS",,271644
"KIRKWOOD, C.P. 266",UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210817
"KLEINZEE(SUB BRANCH),C.P. 874",6TH STREET EXTENSION UNPAIDS TO BLOEMFONTEIN,,200906
KLERKSDORP 268,58 O R TAMBO STREET,,240238
KLIENMOND,UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374,,210460
KLIPFONTEIN AGENCY 696,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,270253
KLIPTOWN 1034,UNPAIDS GOLD REEF DAY 2 TEL 011 490-5911,"JOHANNESBURG , GAUTENG",250047
"KLOOF, 073",UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,221526
KNOWLEDGE CENTRE LIMPOPO PROV,"1ST FLOOR, CNR HANS VAN RENSBURG",LIMPOPO PROVINCE,200631
KNYSNA C.P. 270,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,,210214
"KOFFIEFONTEIN,OFS 271",UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111,,231332
KOKSTAD 272,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000,KWA-ZULU NATAL,220122
KOLONNADE 587,"SHOP U27 & U28 KOLONADE S/CENTRE, ZAMBESI ROAD",,251037
"KOMATIPOORT,TVL 273",UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,270852
"KOPPIES, OFS 274",UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111,,230336
KOSI BAY,UNPAIDS TO EAST COAST DAY 2 TEL 031 717 3000,KWA-ZULU NATAL,260151
"KOSTER,TVL 275",22 JAMESON ROAD,,240440
KREMETART CENTRE 099,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,252545
KRIEL 928,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,271544
"KROONSTAD, OFS 276",UNPAIDS BLOEMFONTEIN DAY 2 TEL 051 505-3111,,230436
"KRUGERSDORP,TVL 124","SHOP 4, PRESIDENT SQUARE SHOPPING CENTRE,",,250241
KUILS RIVER 140,SHOP 6 & 7 DE KUILEN CENTRE CARINUS STR UNPAIDS,,201110
KUISEBMOND,ERF 302(K) SHOP 4 & 5 KUISEB MALL,WINDHOEK,289273
KULULA,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250182
KULULA FINANCIAL SERVICE,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250582
"KURUMAN, C.P. 277",UNPAIDS TO BLOEMFONTEIN DAY 2 TEL 051 410-0374,,230302
KWA THEMA,"UNPAIDS TO GOLD REEF DAY 2 TEL 011 490 5911,SHOP",GAUTENG,260250
KWAGGAFONTEIN 658,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,,260747
KWAZULU NATAL FUNDS AT WORK,"UNPAIDS TO GOLD REEF DAY 2, TEL 011 490-5911",GAUTENG,250152
KYA SANDS CLOSED WEF 26012002,CNR PRECISION AND BERNIE UNPAIDS GOLD REEF DAY 2,,254006
KYALAMI MALL BRANCH,UNPAIDS TO GOLD REEF DAY 2 TEL 011 490-5911,GAUTENG,210752
KZN,UNPAIDS TO EAST COAST DAY 2 TEL 031 717-3000 2ND,DURBAN,224226
